age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
27, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
44, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
34, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
56, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
42, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
53, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,40, United-States
25, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2179,40, United-States
34, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
42, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
30, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua
39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
37, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,40, United-States
41, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
32, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,40, United-States
25, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2580,0,40, United-States
32, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1651,40, United-States
37, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
23, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
43, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
23, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,42, United-States
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, United-States
58, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States
61, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States
36, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States
49, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States
33, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States
30, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States
40, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States
43, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,44, United-States
30, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States
36, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States
44, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
58, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
36, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
23, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
37, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
30, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1672,45, United-States
45, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
45, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
47, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Mexico
25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,45, United-States
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico
63, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,10566,0,45, United-States
56, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
62, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
41, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
57, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,45, United-States
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
28, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
26, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
34, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
32, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
62, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
47, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
32, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
30, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
38, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
35, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
25, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
29, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
57, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,45, United-States
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
38, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
66, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
22, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
56, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States
29, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States
31, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,45, El-Salvador
28, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
27, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
36, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
37, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
31, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States
27, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
28, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
32, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
58, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
43, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States
41, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States
39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
28, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
21, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2377,48, United-States
29, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
27, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
46, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
45, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
30, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States
36, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States
27, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany
44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
54, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3137,0,50, United-States
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
30, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
46, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,2042,50, United-States
25, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
38, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
46, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
50, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, ?
55, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
40, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4386,0,50, United-States
57, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5013,0,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
46, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4386,0,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
45, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1740,50, United-States
59, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
37, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
49, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
34, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
34, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,50, El-Salvador
56, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States
31, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,50, United-States
33, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States
21, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
39, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
31, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,0,50, United-States
38, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
37, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
66, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
30, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,4064,0,50, United-States
25, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany
46, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
49, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
54, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
57, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States
37, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
47, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
40, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
42, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
50, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
47, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
37, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
31, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
39, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States
50, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States
51, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States
34, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States
59, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
32, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
35, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
53, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
39, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
22, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
60, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
37, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
32, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, Greece
52, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,55, United-States
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, ?
35, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,2829,0,55, Poland
31, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, Mexico
28, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
53, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
38, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
32, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
45, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
45, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
28, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,55, United-States
33, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States
50, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
34, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
40, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Puerto-Rico
38, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
38, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
51, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
23, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
41, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
47, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States
35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
27, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
52, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
52, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,60, United-States
39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
32, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
60, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
62, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
48, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
32, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
30, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
56, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, ?
33, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Peru
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
29, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States
42, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States
38, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States
39, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,2829,0,65, United-States
52, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,65, United-States
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States
42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States
24, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States
